trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.99, 'e': 0.024267330287830763}",25,14,18.26083664708813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.99, 'e': 0.024024656984952455}",30,15,31.38082440622824,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.99, 'e': 0.02378441041510293}",30,15,26.620341260157584,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.99, 'e': 0.0235465663109519}",25,11,26.62796526723691,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.99, 'e': 0.02331110064784238}",25,13,9.965463013914139,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.99, 'e': 0.02307798964136396}",20,11,19.916962843472042,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.99, 'e': 0.022847209744950317}",20,7,22.670605463754413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.99, 'e': 0.022618737647500817}",20,12,14.239549779699656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.99, 'e': 0.022392550271025807}",20,10,20.206813722330402,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.99, 'e': 0.022168624768315548}",20,13,11.334186950920957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.99, 'e': 0.021946938520632394}",25,9,28.14087486230558,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.99, 'e': 0.02172746913542607}",30,21,10.695388817620563,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.99, 'e': 0.021510194444071807}",30,16,21.889509349486865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.99, 'e': 0.021295092499631088}",20,5,30.15118183540036,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.99, 'e': 0.02108214157463478}",20,10,20.30236305704504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.99, 'e': 0.02087132015888843}",20,13,14.423777768019065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.99, 'e': 0.020662606957299545}",20,6,27.128915238639532,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.99, 'e': 0.02045598088772655}",20,6,26.429573284460588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.99, 'e': 0.020251421078849283}",25,10,26.62745186182325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.99, 'e': 0.02004890686806079}",20,9,22.18915810101649,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.99, 'e': 0.019848417799380184}",20,11,15.883860952664115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.99, 'e': 0.01964993362138638}",20,13,13.827244030715352,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.99, 'e': 0.019453434285172516}",30,14,30.285910556818113,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.99, 'e': 0.01925889994232079}",20,11,17.587452438989374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.99, 'e': 0.019066310942897586}",20,14,13.245231354083874,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.99, 'e': 0.01887564783346861}",25,1,41.330662957440715,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.99, 'e': 0.018686891355133923}",25,17,14.885299996167097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.99, 'e': 0.01850002244158258}",20,0,36.800794445084705,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
398,False,"{'a': 0.99, 'e': 0.018315022217166757}",35,24,19.933946781046252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.99, 'e': 0.018131871994995087}",20,14,9.092207328561601,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.99, 'e': 0.017950553275045137}",30,12,9.262226530233576,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
401,False,"{'a': 0.99, 'e': 0.017771047742294686}",25,0,36.11636579209521,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
402,False,"{'a': 0.99, 'e': 0.01759333726487174}",25,16,17.864218793040134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.99, 'e': 0.017417403892223023}",20,11,11.568431072662664,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.99, 'e': 0.01724322985330079}",20,16,8.842590620454768,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.99, 'e': 0.017070797554767782}",20,9,21.407634402290284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.99, 'e': 0.016900089579220106}",20,5,24.598849583463892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.99, 'e': 0.016731088683427903}",20,0,14.063095135044023,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
408,False,"{'a': 0.99, 'e': 0.016563777796593626}",30,8,36.690279046754185,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.99, 'e': 0.016398140018627688}",25,17,14.595842830364088,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.99, 'e': 0.01623415861844141}",20,0,30.73082565934146,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.99, 'e': 0.016071817032256998}",25,13,23.486390190984057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.99, 'e': 0.015911098861934425}",25,15,18.60480629655385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.99, 'e': 0.015751987873315082}",20,10,17.44308367355711,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.99, 'e': 0.015594467994581931}",20,9,16.306820403363457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.99, 'e': 0.015438523314636111}",30,10,26.672316926967376,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.99, 'e': 0.01528413808148975}",20,9,19.62996981377475,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.99, 'e': 0.015131296700674854}",20,13,13.710794086374964,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.99, 'e': 0.014979983733668104}",20,9,21.708360577092993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.99, 'e': 0.014830183896331423}",20,12,18.843566547260586,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.99, 'e': 0.014681882057368109}",25,5,32.88808789169047,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.99, 'e': 0.014535063236794427}",25,10,24.327857076626366,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.99, 'e': 0.014389712604426484}",25,5,35.37759403019238,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.99, 'e': 0.014245815478382218}",20,14,10.768730620946297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.99, 'e': 0.014103357323598397}",25,16,18.37899449988964,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.99, 'e': 0.013962323750362412}",35,14,39.88988735845058,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.99, 'e': 0.013822700512858787}",20,12,14.716858240596594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.99, 'e': 0.013684473507730199}",20,12,15.481516837417837,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.99, 'e': 0.013547628772652897}",25,16,18.227480023118943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.99, 'e': 0.013412152484926368}",20,3,34.30163735583035,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.99, 'e': 0.013278030960077104}",25,7,27.982258282194884,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.99, 'e': 0.013145250650476333}",20,2,30.869702166839,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.99, 'e': 0.01301379814397157}",25,9,25.994668534243225,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.99, 'e': 0.012883660162531854}",20,14,13.735229847053816,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.99, 'e': 0.012754823560906535}",20,16,7.569583184314009,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.99, 'e': 0.01262727532529747}",20,2,33.75418866397456,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.99, 'e': 0.012501002572044496}",20,6,23.945294333518017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.99, 'e': 0.01237599254632405}",20,15,10.232105885581744,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.99, 'e': 0.012252232620860809}",25,13,25.011609635500854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.99, 'e': 0.012129710294652202}",25,10,16.414817908897408,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.99, 'e': 0.01200841319170568}",20,8,21.29365531667614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.99, 'e': 0.011888329059788622}",25,20,10.488257086563538,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.99, 'e': 0.011769445769190737}",25,5,34.77404892698687,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.99, 'e': 0.011651751311498829}",20,12,13.266096363021086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.99, 'e': 0.01153523379838384}",20,0,33.50253875861089,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.99, 'e': 0.011419881460400001}",25,17,16.859099040464024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.99, 'e': 0.011305682645796001}",30,19,17.10118418386714,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.99, 'e': 0.011192625819338041}",20,9,20.398548277886217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.99, 'e': 0.011080699561144661}",25,12,25.123592395341955,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.99, 'e': 0.010969892565533214}",20,13,12.740133574033264,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.99, 'e': 0.010860193639877882}",20,6,27.30384468131453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.99, 'e': 0.010751591703479103}",25,11,24.20277667087959,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.99, 'e': 0.010644075786444312}",20,11,16.67502396157369,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.99, 'e': 0.01053763502857987}",20,9,22.276299553665947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.99, 'e': 0.01043225867829407}",35,17,33.90927981687549,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.99, 'e': 0.01032793609151113}",25,18,12.022778291813804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.99, 'e': 0.010224656730596018}",30,4,44.42724591401984,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.99, 'e': 0.010122410163290057}",20,10,23.11227903469396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.99, 'e': 0.010021186061657156}",20,11,5.915200771363799,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.99, 'e': 0.009920974201040586}",20,8,23.99974423838635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.99, 'e': 0.009821764459030179}",25,10,23.618615100307025,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.99, 'e': 0.009723546814439878}",20,8,24.697407406839726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.99, 'e': 0.009626311346295479}",25,4,33.64023856303703,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.99, 'e': 0.009530048232832523}",20,15,10.283697637059696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.99, 'e': 0.009434747750504199}",30,20,20.861386680031437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.99, 'e': 0.009340400272999157}",20,7,22.437709477958492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.99, 'e': 0.009246996270269165}",20,7,17.56239759922382,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.99, 'e': 0.009154526307566474}",25,12,22.860823684407535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.99, 'e': 0.009062981044490808}",25,11,20.322747733978982,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.99, 'e': 0.0089723512340459}",20,0,28.022155813003945,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.99, 'e': 0.00888262772170544}",35,23,23.13254207888029,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.99, 'e': 0.008793801444488386}",30,20,20.71256144509432,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.99, 'e': 0.008705863430043502}",20,15,9.913035847631104,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.99, 'e': 0.008618804795743068}",20,8,16.745009786779324,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.99, 'e': 0.008532616747785637}",20,16,8.604697586078451,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.99, 'e': 0.00844729058030778}",20,8,24.886215033506204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.99, 'e': 0.008362817674504702}",25,12,21.506014159897834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.99, 'e': 0.008279189497759656}",20,8,23.175072198784463,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.99, 'e': 0.008196397602782058}",25,13,20.59287110704118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.99, 'e': 0.008114433626754238}",25,11,23.328451489399836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.99, 'e': 0.008033289290486696}",20,15,5.995217228933543,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.99, 'e': 0.00795295639758183}",20,13,13.736324634661246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.99, 'e': 0.00787342683360601}",20,11,16.32864480351046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.99, 'e': 0.0077946925652699495}",25,8,29.226710328114542,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.99, 'e': 0.00771674563961725}",20,12,14.168879423173449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.99, 'e': 0.007639578183221077}",30,18,23.818803939129438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.99, 'e': 0.0075631824013888665}",25,15,18.7748806117081,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.99, 'e': 0.0074875505773749785}",30,8,37.074677433178984,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.99, 'e': 0.007412675071601228}",30,0,52.63084190487173,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
489,False,"{'a': 0.99, 'e': 0.007338548320885216}",20,13,13.704184301404286,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.99, 'e': 0.0072651628376763635}",20,14,9.754457941705528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.99, 'e': 0.0071925112092996}",25,11,27.870634398737764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.99, 'e': 0.007120586097206604}",25,16,15.58868702885972,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.99, 'e': 0.007049380236234538}",25,5,37.77470627593277,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.99, 'e': 0.006978886433872193}",25,11,25.57879629452035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.99, 'e': 0.00690909756953347}",30,15,25.790396531943106,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.99, 'e': 0.006840006593838136}",20,14,10.093191354497597,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.99, 'e': 0.006771606527899755}",30,18,23.21750062579175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.99, 'e': 0.0067038904626207565}",35,21,27.63911303532962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.99, 'e': 0.006636851557994549}",20,13,13.78523704193714,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.99, 'e': 0.006570483042414603}",20,9,22.5802967307892,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.99, 'e': 0.006504778211990457}",30,8,35.514328887971224,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.99, 'e': 0.006439730429870553}",25,12,21.35790260677661,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.99, 'e': 0.006375333125571847}",20,14,9.625283808035679,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.99, 'e': 0.006311579794316129}",25,8,29.294234494555393,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.99, 'e': 0.006248463996372968}",30,12,28.554207756894712,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.99, 'e': 0.0061859793564092375}",20,8,21.803419619733138,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.99, 'e': 0.006124119562845145}",20,7,24.686577604492854,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.99, 'e': 0.0060628783672166935}",30,16,23.777287947262142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.99, 'e': 0.006002249583544526}",20,12,16.658527899724408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.99, 'e': 0.005942227087709081}",25,8,30.870527946157775,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.99, 'e': 0.00588280481683199}",20,16,6.497347280125385,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.99, 'e': 0.005823976768663671}",20,8,21.500155345494413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.99, 'e': 0.0057657370009770335}",25,14,24.10237238794414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.99, 'e': 0.005708079630967263}",20,2,32.09671351230234,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.99, 'e': 0.00565099883465759}",20,9,20.162677013079474,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.99, 'e': 0.005594488846311015}",25,3,38.33615068057689,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.99, 'e': 0.005538543957847904}",25,14,19.655156057138218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.99, 'e': 0.005483158518269426}",20,12,12.632644423960329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.99, 'e': 0.005428326933086731}",20,6,22.845984050594893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.99, 'e': 0.005374043663755864}",30,13,30.32194479481513,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.99, 'e': 0.005320303227118305}",20,11,14.727539521457278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.99, 'e': 0.005267100194847122}",20,1,-5.650651445129207,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
523,False,"{'a': 0.99, 'e': 0.005214429192898651}",25,20,12.274449365027984,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.99, 'e': 0.005162284900969664}",20,11,15.762272025770773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.99, 'e': 0.005110662051959968}",30,16,11.721511869066864,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.99, 'e': 0.005059555431440368}",20,11,17.44576798017366,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.99, 'e': 0.005008959877125964}",35,13,37.99348704988576,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.99, 'e': 0.0049588702783547045}",25,15,20.798560679098415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.99, 'e': 0.004909281575571157}",25,16,17.427228129145163,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.99, 'e': 0.0048601887598154455}",25,11,32.49537011062815,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.99, 'e': 0.004811586872217291}",25,11,24.433867917833346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.99, 'e': 0.004763471003495118}",20,11,17.861594321828306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.99, 'e': 0.004715836293460167}",25,18,15.771719626832526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.99, 'e': 0.004668677930525565}",20,13,14.82187036343221,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.99, 'e': 0.0046219911512203095}",20,8,20.34186378037439,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.99, 'e': 0.004575771239708106}",25,19,10.481632826139624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.99, 'e': 0.004530013527311025}",25,11,26.822665274991746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.99, 'e': 0.004484713392037915}",20,8,20.11386988055333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.99, 'e': 0.004439866258117536}",30,18,20.7623352264443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.99, 'e': 0.004395467595536361}",25,13,22.268375331061563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.99, 'e': 0.0043515129195809965}",25,13,23.215794391281882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.99, 'e': 0.004307997790385187}",20,2,28.084940453886208,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.99, 'e': 0.004264917812481335}",20,12,18.143543228944296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.99, 'e': 0.004222268634356522}",20,8,24.229762254229296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.99, 'e': 0.004180045948012957}",30,16,24.50283873907859,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.99, 'e': 0.004138245488532827}",30,20,19.541932280569693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.99, 'e': 0.004096863033647498}",20,14,14.197564183243758,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.99, 'e': 0.0040558944033110235}",30,14,29.82134547999855,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.99, 'e': 0.004015335459277913}",20,10,18.97285022204572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.99, 'e': 0.003975182104685134}",20,7,24.239138702846855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.99, 'e': 0.003935430283638282}",35,15,37.23500221162655,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.99, 'e': 0.0038960759808018995}",20,12,15.805631049261626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.99, 'e': 0.0038571152209938807}",25,18,13.408638281583253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.99, 'e': 0.0038185440687839418}",25,8,30.699227387457444,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.99, 'e': 0.003780358628096102}",20,13,10.913351868869118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
